610,99.60412,530,99.4,99.20594,99.5
605,99.64173,525,99.34716,99.19363,99.69955
600,99.5704,520,99.41877,98.9,100
595,99.62947,515,99.16642,98.88,100
590,99.59641,510,99.06206,98.87,100
585,99.6278,505,99.3096,98.9,100
580,99.52808,500,99.57279,99.05305,100
575,99.37761,495,99.58859,99.38001,99.96139
570,99.26424,490,99.4291,99.39,99.85
565,99.02684,485,99.4,99.39149,99.7
560,99.00111,480,99.25,99.03635,99.55
555,99.25906,475,99.1,99,99.7
550,99.58531,470,98.9708,98.89,99.8581
545,99.72863,465,99.01074,98.85,100
540,99.70887,460,99.09857,98.84,100
535,99.65804,455,99.23808,98.9,100
530,99.59342,450,99.45526,98.95,100
525,99.56271,445,99.61062,99.11461,100
520,99.38491,440,99.69742,99.33429,100
515,99.22288,435,99.68965,99.39353,100
510,99.01543,430,99.68263,99.33986,100
505,99.10243,425,99.54854,99.17013,100
500,99.11023,420,99.50956,99.11177,100
495,99.33951,415,99.55144,99.20643,100
490,99.54521,410,99.52044,99.17754,100
485,99.67338,405,99.4819,99.13227,100
480,99.76511,400,99.2879,98.88614,100
475,99.83476,395,99.13519,98.65122,99.98451
470,99.86367,390,98.80338,98.19504,99.83336
465,99.87147,385,98.46898,97.72462,99.61139
460,99.9039,380,97.78738,96.70883,99.27262
455,99.87107,375,96.6157,95.03988,98.7378
450,99.84388,370,93.95217,91.17428,97.73038
445,99.83201,365,90.40456,85.72816,96.35069
440,99.85411,360,84.89381,77.20001,94.03282
435,99.94639,355,76.47864,64.9411,89.86616
430,99.91455,,,,
425,99.96059,,,,
420,99.83022,,,,
415,99.99632,,,,
410,99.90453,,,,
405,99.77195,,,,
400,99.78661,,,,
395,99.56055,,,,
390,98.66984,,,,
385,97.89076,,,,
380,95.51553,,,,
375,92.3143,,,,
370,82.37407,,,,
365,75.14186,,,,
360,80.4115,,,,
355,79.01263,,,,
350,68.52575,,,,
345,52.09185,,,,
340,36.20332,,,,
335,21.95781,,,,
330,11.39166,,,,
325,7.21994,,,,
320,8.21141,,,,
315,11.35965,,,,
310,15.17683,,,,
305,18.49562,,,,
300,21.26335,,,,
